0,20000
7,14576
26,1696
27,17040
60,14560
63,8168
73,16768
75,7960
85,8160
88,18160
91,5928
120,13864
121,2504
125,18384
143,11352
150,7744
151,10432
152,17912
174,8120
179,9664
180,8144
187,17640
202,9024
205,3760
208,8904
210,19888
220,8096
228,14864
229,11240
232,15312
239,13960
241,16688
242,9120
243,4928
252,12832
258,17312
260,11832
268,9968
286,12768
289,9480
292,13424
305,15696
313,15720
326,19216
332,10616
346,5112
357,12352
361,10656
363,19032
372,17008
393,13024
395,16704
398,13432
404,8432
408,14792
411,17736
418,1968
430,7264
432,8112
435,104
440,13592
442,11192
445,11368
453,19168
454,9728
463,11968
471,13984
472,13608
479,80
488,9856
505,8360
507,8912
519,11216
528,10336
531,2424
532,10624
543,704
547,14944
557,15864
561,13128
568,2840
570,2920
583,4120
584,15416
585,14720
593,8240
599,120
600,7472
606,2096
611,6520
614,3568
619,8728
621,14488
624,14016
627,12656
643,7392
644,1872
645,1712
646,8808
652,11152
662,7384
663,13904
688,11120
689,15520
691,1880
705,11224
708,2928
713,17288
725,10216
731,5008
742,11576
748,15944
751,19792
754,12480
767,16728
769,19936
776,9256
778,17632
803,2688
823,18840
824,12496
837,13896
839,17152
844,5720
846,11616
851,19256
862,464
871,14184
881,9320
882,15616
887,18016
888,7160
903,6408
912,5424
927,4256
930,13744
941,19432
959,18112
962,14272
973,10000
986,200
988,6904
990,9992
995,17728
997,6984
1019,2368
1021,264
1036,3176
1043,3072
1048,6120
1052,19600
1056,7680
1069,15600
1072,18672
1079,8456
1082,15744
1109,9432
1113,9656
1116,4984
1131,18664
1142,7480
1144,4440
1168,5680
1174,1720
1179,15536
1182,6464
1185,3000
1198,12528
1207,15464
1209,6744
1219,3920
1222,10168
1224,5520
1230,1096
1231,15896
1237,5496
1241,10344
1244,8208
1269,12944
1271,10840
1273,16416
1289,14920
1297,5856
1300,14464
1306,4912
1322,2232
1324,17616
1326,4208
1335,19456
1342,10312
1353,14368
1369,8288
1375,19288
1377,7552
1379,7920
1381,8848
1382,10456
1398,2464
1403,4712
1404,408
1411,304
1415,3648
1426,4576
1429,608
1441,15968
1448,11016
1450,6632
1470,1520
1480,17720
1497,12928
1502,6920
1508,8696
1514,17392
1519,3792
1526,896
1540,12328
1544,13768
1560,15432
1575,5000
1579,4624
1596,17496
1602,3848
1604,14296
1608,14392
1613,14744
1623,10976
1629,648
1655,16712
1671,4904
1685,8872
1709,208
1711,12648
1722,784
1723,14256
1732,1664
1734,19304
1740,5296
1741,15240
1770,15176
1799,8960
1813,5528
1820,7800
1829,17328
1830,11272
1831,15000
1841,16432
1844,8016
1867,18072
1876,9648
1880,8040
1889,7912
1902,4432
1903,9064
1914,12240
1924,3400
1925,10888
1928,4272
1940,1288
1951,12632
1956,13504
1961,2648
1962,8792
1970,13176
1978,13712
1986,11104
1988,13696
1995,488
2013,11936
2014,17864
2023,2240
2027,7648
2056,4528
2058,7464
2060,19272
2064,19496
2076,11872
2087,14960
2104,9056
2129,696
2145,17168
2157,5592
2160,16208
2161,7120
2164,1176
2165,10024
2170,9584
2173,16752
2187,1832
2192,8
2195,5408
2223,11760
2224,12728
2228,9576
2241,13920
2264,11000
2272,3136
2283,7856
2288,6752
2289,760
2299,6400
2323,15096
2327,2040
2329,7672
2330,2352
2332,7792
2343,10008
2349,12616
2355,11704
2361,12208
2362,19872
2364,11168
2371,17016
2379,19968
2388,5728
2390,3232
2401,1416
2427,18872
2433,1360
2451,11736
2457,17696
2468,8312
2473,7720
2477,17440
2478,18600
2493,3816
2497,17208
2500,18440
2502,8632
2507,8416
2508,1576
2511,14024
2512,19104
2513,10880
2543,9904
2548,13120
2558,11912
2559,5456
2571,5432
2578,12608
2579,13928
2584,4744
2606,6144
2619,18912
2621,5944
2636,8880
2660,15576
2670,13376
2675,7016
2698,16592
2700,17464
2704,952
2710,2072
2720,6880
2723,1128
2725,13168
2730,10328
2739,8000
2742,12568
2748,12288
2752,6824
2755,8856
2760,11656
2772,64
2784,6248
2790,15768
2791,7184
2796,16016
2805,4312
2809,15128
2811,11744
2819,14216
2828,512
2848,18552
2851,14352
2855,2632
2858,3144
2861,3640
2863,1704
2878,2000
2884,3976
2887,19208
2908,3576
2911,1120
2952,3536
2956,11632
2959,14704
2960,15632
2961,15136
2973,5104
2976,11856
2983,15776
2989,8072
2994,13288
2995,13352
2997,13568
3015,14592
3026,5648
3030,19696
3031,11488
3032,10248
3034,18984
3040,4736
3042,18688
3050,1456
3057,7632
3066,14616
3085,15344
3090,3280
3093,5760
3111,10160
3127,19152
3144,3456
3145,2768
3151,9424
3156,7864
3158,8216
3161,9712
3163,10032
3170,2280
3174,16272
3206,4384
3208,18624
3211,15472
3252,13736
3258,12200
3262,16496
3263,10048
3272,19512
3274,10600
3286,8064
3293,12624
3297,7520
3304,15088
3315,4832
3324,4344
3327,19816
3331,9624
3334,6288
3339,4032
3340,12168
3345,1016
3354,3912
3377,424
3378,9192
3383,14480
3385,18480
3388,13152
3403,9608
3404,7768
3416,16232
3420,256
3426,272
3441,9552
3450,4288
3452,520
3454,400
3473,2944
3474,1264
3481,13512
3516,6776
3522,12704
3540,16544
3543,4448
3563,14056
3568,5304
3579,16216
3585,18720
3590,8712
3601,9528
3606,18264
3608,13752
3618,14912
3619,6912
3628,7752
3630,5584
3634,16352
3636,5888
3643,18328
3646,16656
3649,16616
3661,6448
3689,17664
3694,16448
3705,18256
3719,6216
3737,12776
3750,6240
3763,10952
3764,4808
3771,8600
3777,9976
3779,19120
3789,16072
3793,1448
3796,11512
3809,17144
3823,9104
3830,16192
3831,5808
3833,14952
3841,480
3844,10120
3854,3264
3858,10912
3862,4264
3863,11608
3872,15024
3887,16672
3909,136
3940,13192
3944,12952
3961,14152
3964,5384
3967,18056
3983,10776
3984,16040
3997,12848
4002,2864
4003,15448
4004,3248
4012,6336
4015,7240
4037,18776
4053,9920
4061,2584
4073,9400
4074,13208
4079,9304
4087,3744
4108,11552
4111,16984
4120,10536
4141,16000
4146,3104
4151,8888
4152,5488
4156,13472
4165,16200
4166,1840
4173,10384
4193,14120
4198,14344
4208,152
4227,5840
4229,15392
4234,432
4244,12224
4258,1072
4265,17824
4282,19080
4294,17776
4297,7040
4312,12344
4323,6696
4337,3832
4345,3040
4346,6616
4347,17888
4357,3680
4373,12912
4377,10752
4383,18312
4384,10320
4396,2408
4411,2432
4412,18632
4413,10664
4418,4728
4422,16512
4429,18640
4439,17160
4440,10256
4458,5904
4462,4640
4468,17704
4474,7832
4482,19472
4487,19240
4489,10416
4500,19672
4504,15376
4506,15368
4515,1328
4518,12440
4519,13336
4521,3360
4533,992
4539,17240
4540,2112
4545,5096
4551,14304
4557,16632
4565,15216
4568,8328
4574,11144
4581,1800
4587,15904
4588,10464
4593,9768
4597,12024
4600,11432
4603,448
4605,6136
4607,13808
4608,12040
4616,576
4620,640
4624,19488
4632,1272
4638,7568
4641,19992
4653,5032
4678,13856
4699,13360
4721,14808
4726,2912
4727,16824
4728,2608
4730,14088
4761,9736
4768,4192
4770,11208
4777,10280
4788,14640
4789,5120
4790,2976
4794,2760
4802,7896
4807,3608
4810,10232
4814,9864
4818,7448
4826,8344
4831,3048
4843,5208
4855,7088
4863,16472
4873,664
4885,9360
4901,6384
4904,17984
4906,17600
4914,14536
4917,4184
4921,6200
4924,600
4926,6368
4927,2272
4934,18288
4937,240
4952,11040
4969,9872
4971,10824
4981,15648
4983,8656
4995,5368
5003,19760
5010,2296
5011,5272
5020,19376
5021,7288
5025,14936
5026,7904
5033,5376
5056,19824
5068,5880
5086,3344
5087,7208
5110,6944
5116,4240
5120,3440
5122,11880
5160,5616
5161,7776
5176,12400
5181,5544
5190,13824
5194,13888
5196,11808
5197,11904
5222,15200
5231,9600
5246,2736
5264,19784
5270,5792
5296,360
5299,8560
5307,15592
5311,9520
5313,3888
5316,24
5341,19096
5342,2160
5343,9392
5345,6328
5348,10784
5353,4696
5378,4600
5382,6528
5402,10672
5410,13080
5419,8536
5421,1392
5424,8608
5430,16640
5447,11640
5450,6864
5451,17968
5453,6192
5466,6168
5478,5176
5487,5536
5509,752
5516,2776
5523,16576
5529,4968
5535,10736
5537,1424
5549,1112
5557,2536
5559,808
5562,18400
5569,7696
5579,11464
5580,9008
5586,16048
5595,1376
5607,632
5609,18736
5610,7408
5617,17424
5619,5696
5635,9200
5655,11528
5659,9088
5699,15456
5711,944
5715,17744
5721,14728
5724,17840
5725,3768
5726,10272
5728,17536
5732,19680
5737,8176
5755,4136
5763,2544
5784,10560
5785,16336
5793,12688
5795,6304
5800,5952
5803,14880
5806,17280
5809,2472
5823,4152
5824,14432
5825,10448
5826,14656
5828,12104
5832,12432
5847,17384
5853,10832
5859,13184
5869,16504
5879,8552
5885,9776
5887,2728
5913,320
5938,7976
5939,15320
5958,3704
5970,15984
5973,6296
5980,16528
5986,19160
5987,18024
5989,14984
5992,15288
5995,5416
5999,4008
6006,11480
6019,11920
6032,344
6071,8504
6078,17368
6082,4304
6085,15120
6099,19576
6101,10080
6109,12904
6115,2816
6118,16128
6122,19464
6128,9368
6129,3872
6133,7104
6134,9568
6137,8192
6162,12720
6183,15848
6201,6672
6210,18544
6220,9616
6224,1672
6237,19840
6244,13280
6245,3984
6252,4104
6257,14104
6261,15224
6262,6976
6282,9328
6283,3904
6297,9112
6300,176
6302,5936
6305,7728
6307,11768
6309,16840
6315,19280
6325,376
6348,10376
6349,2312
6358,17952
6361,4688
6397,6160
6413,18648
6424,12048
6426,16368
6440,15400
6445,984
6449,2384
6458,3256
6472,1240
6481,9352
6487,18296
6490,13016
6491,2640
6492,19112
6493,14000
6495,6600
6496,14312
6510,12544
6519,7872
6530,6688
6535,536
6538,2808
6545,5848
6548,10960
6551,19352
6561,9952
6571,1296
6585,2560
6588,14288
6604,9944
6607,14144
6617,13584
6642,17456
6647,14784
6657,5224
6659,13648
6666,19248
6667,10928
6674,8920
6677,3752
6680,9720
6683,19024
6684,19392
6687,7496
6688,19896
6699,3544
6706,7112
6742,9560
6747,17352
6749,9168
6752,13880
6769,16176
6774,19928
6781,4592
6785,10240
6795,13000
6806,5640
6830,13240
6845,12032
6860,12736
6898,4680
6914,1736
6925,5912
6936,14992
6960,18800
6968,6832
6983,9632
6987,18696
6988,7536
6990,3320
6993,17376
6997,2936
7006,10072
7009,9488
7018,9512
7029,8768
7032,11520
7040,18040
7041,1216
7043,128
7051,8672
7067,8680
7073,4952
7086,1184
7088,10056
7098,416
7126,11800
7140,17608
7141,8408
7168,1408
7170,6048
7187,17688
7200,10368
7203,11544
7221,368
7223,5056
7232,13384
7251,9408
7252,19328
7271,11160
7284,19400
7296,18952
7310,18416
7314,17760
7315,1824
7321,5600
7331,19920
7338,15816
7341,16256
7352,18168
7366,3592
7372,10192
7379,5608
7385,3800
7386,3128
7392,18904
7401,12992
7407,2152
7425,15736
7429,7360
7435,17024
7450,16056
7462,17064
7463,11648
7505,9416
7516,1496
7530,3624
7532,17544
7566,13088
7588,18528
7603,15664
7606,4936
7610,4320
7615,11304
7627,19048
7633,16920
7636,3024
7646,16584
7647,18224
7670,18128
7672,18936
7677,656
7683,6064
7686,10288
7687,13368
7688,15104
7698,8080
7709,11248
7713,7064
7719,17856
7721,9472
7730,19344
7733,2088
7734,11992
7745,16312
7753,6568
7764,11680
7767,328
7772,18560
7776,12472
7778,13144
7783,13872
7828,18816
7829,6152
7832,18808
7841,10688
7859,3520
7876,1248
7878,1472
7887,7544
7889,15192
7890,8424
7897,17528
7906,4504
7909,7984
7914,13136
7930,17480
7938,3112
7942,8128
7960,10728
7964,12560
7969,5688
7982,11344
7998,11864
8000,17768
8016,8056
8037,18232
8043,1224
8046,9456
8047,2168
8050,16800
8088,16600
8103,584
8130,7840
8132,2664
8139,4616
8144,14672
8159,19040
8163,17512
8170,14224
8179,16320
8186,16680
8195,16872
8197,9672
8198,3368
8202,11328
8207,13200
8208,19832
8217,16776
8219,11360
8237,18152
8243,12112
8244,19984
8247,2984
8251,4144
8258,4360
8264,1160
8266,12336
8270,16648
8275,14600
8296,13560
8301,19264
8311,15624
8327,1200
8332,5016
8333,936
8334,11400
8343,6096
8344,12536
8377,16168
8380,19416
8381,14776
8384,216
8387,4608
8393,8232
8421,15352
8438,5664
8447,18864
8456,11008
8458,2336
8461,10064
8473,5448
8478,15480
8481,16936
8483,11312
8489,13664
8490,3560
8504,17560
8507,14608
8508,15760
8525,4056
8528,1440
8531,2256
8535,14832
8538,12296
8553,18008
8570,4888
8575,16904
8578,7272
8579,17936
8586,1856
8595,15928
8613,3856
8616,12008
8624,17296
8629,12888
8648,3200
8653,2520
8662,8384
8667,13264
8673,3936
8681,8952
8694,18768
8702,14856
8719,7952
8739,7032
8740,14048
8750,19360
8751,18680
8753,2784
8755,15424
8767,18192
8781,48
8783,3184
8785,11560
8791,14384
8818,17248
8820,9760
8829,11456
8830,3240
8831,8248
8841,18320
8853,16792
8857,6496
8858,12368
8871,1912
8875,6840
8882,15800
8883,9032
8887,15280
8892,16080
8894,10992
8897,8032
8907,4864
8912,6872
8922,12304
8927,14168
8938,10800
8944,7352
8945,8200
8959,1808
8963,1504
8967,6392
8977,13944
8980,3720
8983,4048
9006,7576
9008,11032
9017,12880
9025,40
9034,4944
9035,17472
9048,9960
9055,17928
9064,8896
9069,7224
9075,16264
9082,6472
9100,10896
9101,2400
9102,10040
9106,17192
9107,2600
9111,9080
9113,2680
9118,8376
9120,3056
9129,14976
9137,18992
9161,1384
9178,6704
9180,10392
9194,10096
9199,10440
9204,3960
9209,15560
9212,7128
9214,6896
9215,5504
9219,14888
9229,17048
9231,18184
9250,18136
9279,10608
9287,16696
9288,2856
9290,15920
9304,16288
9305,15704
9307,7616
9335,12784
9336,5896
9345,2496
9352,2896
9354,17232
9360,2456
9367,11944
9377,14032
9392,15528
9422,2968
9431,7664
9444,9880
9453,9272
9461,7760
9467,19448
9470,336
9493,2064
9509,15544
9554,1008
9572,5672
9579,16736
9580,8088
9608,19640
9617,184
9626,1552
9635,17672
9636,10592
9650,10768
9664,14872
9669,15824
9677,7848
9678,6272
9692,7416
9703,4760
9708,11136
9716,14696
9730,4816
9735,6040
9744,19368
9755,19440
9765,4408
9766,5392
9768,4168
9788,560
9814,4000
9816,18568
9828,12320
9829,11672
9838,2264
9839,9504
9843,12272
9849,14552
9853,17216
9865,2792
9867,19808
9876,7624
9893,440
9907,14544
9909,4800
9921,19224
9934,5744
9943,1816
9944,16856
9949,17920
9951,3328
9965,2416
9968,19544
9970,12592
9979,18336
9981,13680
9986,18304
9990,13008
9993,6640
10007,680
10014,2248
10028,11752
10030,12232
10039,8488
10043,3160
10046,10856
10061,1528
10068,16112
10077,928
10081,17448
10087,13344
10094,5248
10097,4872
10101,3600
10121,3664
10138,13248
10146,2704
10150,920
10152,1776
10157,10696
10167,8496
10181,6808
10185,18584
10209,11200
10221,904
10239,4040
10247,14520
10248,11048
10250,11280
10254,7432
10257,17320
10267,14568
10269,5288
10296,10088
10305,2624
10315,9800
10322,3120
10325,14968
10340,3296
10346,5464
10355,8752
10357,17784
10359,16304
10360,19312
10362,16488
10365,9208
10376,9544
10389,13040
10397,15840
10399,15856
10406,8400
10409,4776
10413,2656
10428,12360
10437,5864
10451,5280
10454,18848
10456,16088
10458,15440
10462,1144
10481,6848
10486,1136
10493,4960
10494,672
10504,12192
10508,10720
10519,5472
10527,19184
10538,19520
10542,6768
10543,10568
10546,832
10547,2616
10560,14624
10563,2824
10565,13272
10579,15976
10580,5144
10603,9792
10615,19584
10619,8992
10632,9176
10639,5320
10649,10504
10654,17648
10662,6936
10671,18512
10698,1256
10716,1344
10717,5512
10719,12056
10731,19656
10732,1752
10734,5024
10750,19688
10762,504
10765,12072
10785,13416
10805,9072
10808,1192
10810,19560
10824,10112
10825,19944
10826,12672
10833,14400
10840,3944
10858,456
10860,19720
10862,9536
10867,544
10868,880
10880,16384
10893,16960
10897,17272
10904,8744
10906,12792
10908,1056
10911,8392
10912,1304
10917,13528
10921,14264
10927,17400
10931,3784
10942,14440
10948,4584
10951,18000
10954,12136
10955,14320
10956,2392
10972,10104
10977,12864
10981,4456
11029,6736
11031,1512
11034,16064
11036,10816
11044,6728
11045,14736
11047,17656
11055,9744
11059,10632
11062,5312
11064,816
11069,96
11076,11928
11080,3392
11083,2224
11094,14840
11100,12424
11108,15728
11110,2344
11124,6888
11126,16992
11133,15272
11136,17592
11158,4976
11175,2800
11180,6608
11194,12160
11198,12264
11200,5136
11209,3168
11214,2576
11216,3808
11227,12504
11228,10760
11247,15160
11253,8296
11270,13496
11273,16928
11278,5400
11279,10792
11294,4488
11303,10424
11308,12872
11316,5200
11321,2080
11324,16816
11326,4280
11327,3336
11330,8688
11338,19752
11343,13448
11345,15880
11346,16896
11350,12600
11369,7440
11371,6816
11374,6352
11376,2832
11380,6552
11391,280
11392,18200
11404,5704
11407,7784
11408,10984
11417,9344
11440,19176
11442,15512
11449,2448
11454,4064
11458,9440
11463,19064
11477,17120
11495,19128
11519,18928
11520,11088
11524,160
11527,13632
11529,2888
11532,12744
11537,12824
11549,18248
11554,10864
11563,10640
11564,7136
11575,5816
11579,18376
11593,10488
11606,72
11615,10400
11631,13520
11657,9144
11660,12088
11673,14528
11674,16832
11677,1024
11678,1864
11681,3656
11698,8048
